split,row_id,test_index,ticker,company_name,rating_date,true_label,true_label_name,pred_label,pred_label_name,confidence,last_y_context,explained_class_id,explained_class_name,explained_class_model_probability,feature,feature_value,shap_value,abs_shap_value,direction,rank,xai_method,xai_probability_source
test,8604,773,INSW,INTERNATIONAL SPEEDWAY,2015-02-03,2,2,2,2,0.3982128859631487,2,1,1,0.2650244376048781,pretax_profit_margin,-2.1812314987182617,0.028355436399579048,0.028355436399579048,supports_explained_class,4,captum_gradient_shap,direct Transformer-LSTM
test,8604,773,INSW,INTERNATIONAL SPEEDWAY,2015-02-03,2,2,2,2,0.3982128859631487,2,1,1,0.2650244376048781,net_profit_margin,-2.242003917694092,0.025517314672470093,0.025517314672470093,supports_explained_class,5,captum_gradient_shap,direct Transformer-LSTM
test,8604,773,INSW,INTERNATIONAL SPEEDWAY,2015-02-03,2,2,2,2,0.3982128859631487,2,1,1,0.2650244376048781,free_cashflow_ps,-2.4646053314208984,-0.023514794185757637,0.023514794185757637,opposes_explained_class,6,captum_gradient_shap,direct Transformer-LSTM
test,8604,773,INSW,INTERNATIONAL SPEEDWAY,2015-02-03,2,2,2,2,0.3982128859631487,2,1,1,0.2650244376048781,debt_equity_ratio,-0.335500031709671,-0.005852935835719109,0.005852935835719109,opposes_explained_class,7,captum_gradient_shap,direct Transformer-LSTM
test,8604,773,INSW,INTERNATIONAL SPEEDWAY,2015-02-03,2,2,2,2,0.3982128859631487,2,1,1,0.2650244376048781,asset_turnover,-1.1226040124893188,-0.003236804623156786,0.003236804623156786,opposes_explained_class,8,captum_gradient_shap,direct Transformer-LSTM
test,8604,773,INSW,INTERNATIONAL SPEEDWAY,2015-02-03,2,2,2,2,0.3982128859631487,2,1,1,0.2650244376048781,operating_profit_margin,-0.2580340802669525,0.0022558446507900953,0.0022558446507900953,supports_explained_class,9,captum_gradient_shap,direct Transformer-LSTM
test,8604,773,INSW,INTERNATIONAL SPEEDWAY,2015-02-03,2,2,2,2,0.3982128859631487,2,1,1,0.2650244376048781,roe,-0.514466404914856,-0.0011273849522694945,0.0011273849522694945,opposes_explained_class,10,captum_gradient_shap,direct Transformer-LSTM
test,8604,773,INSW,INTERNATIONAL SPEEDWAY,2015-02-03,2,2,2,2,0.3982128859631487,2,2,2,0.3982128859631487,pretax_profit_margin,-2.1812314987182617,-0.10338574647903442,0.10338574647903442,opposes_explained_class,1,captum_gradient_shap,direct Transformer-LSTM
test,8604,773,INSW,INTERNATIONAL SPEEDWAY,2015-02-03,2,2,2,2,0.3982128859631487,2,2,2,0.3982128859631487,net_profit_margin,-2.242003917694092,-0.09829997271299362,0.09829997271299362,opposes_explained_class,2,captum_gradient_shap,direct Transformer-LSTM
test,8604,773,INSW,INTERNATIONAL SPEEDWAY,2015-02-03,2,2,2,2,0.3982128859631487,2,2,2,0.3982128859631487,current_ratio,3.2790980339050293,-0.09785236418247223,0.09785236418247223,opposes_explained_class,3,captum_gradient_shap,direct Transformer-LSTM
test,8604,773,INSW,INTERNATIONAL SPEEDWAY,2015-02-03,2,2,2,2,0.3982128859631487,2,2,2,0.3982128859631487,roa,-1.7109737396240234,-0.0860157310962677,0.0860157310962677,opposes_explained_class,4,captum_gradient_shap,direct Transformer-LSTM
test,8604,773,INSW,INTERNATIONAL SPEEDWAY,2015-02-03,2,2,2,2,0.3982128859631487,2,2,2,0.3982128859631487,operating_cashflow_ps,-2.568514347076416,0.04092482477426529,0.04092482477426529,supports_explained_class,5,captum_gradient_shap,direct Transformer-LSTM
test,8604,773,INSW,INTERNATIONAL SPEEDWAY,2015-02-03,2,2,2,2,0.3982128859631487,2,2,2,0.3982128859631487,free_cashflow_ps,-2.4646053314208984,-0.03345325589179993,0.03345325589179993,opposes_explained_class,6,captum_gradient_shap,direct Transformer-LSTM
test,8604,773,INSW,INTERNATIONAL SPEEDWAY,2015-02-03,2,2,2,2,0.3982128859631487,2,2,2,0.3982128859631487,debt_equity_ratio,-0.335500031709671,0.019020719453692436,0.019020719453692436,supports_explained_class,7,captum_gradient_shap,direct Transformer-LSTM
test,8604,773,INSW,INTERNATIONAL SPEEDWAY,2015-02-03,2,2,2,2,0.3982128859631487,2,2,2,0.3982128859631487,asset_turnover,-1.1226040124893188,0.017913779243826866,0.017913779243826866,supports_explained_class,8,captum_gradient_shap,direct Transformer-LSTM
test,8604,773,INSW,INTERNATIONAL SPEEDWAY,2015-02-03,2,2,2,2,0.3982128859631487,2,2,2,0.3982128859631487,gross_profit_margin,-0.5677066445350647,-0.013829777017235756,0.013829777017235756,opposes_explained_class,9,captum_gradient_shap,direct Transformer-LSTM
test,8604,773,INSW,INTERNATIONAL SPEEDWAY,2015-02-03,2,2,2,2,0.3982128859631487,2,2,2,0.3982128859631487,ebit_margin,-0.24684463441371918,0.01038531493395567,0.01038531493395567,supports_explained_class,10,captum_gradient_shap,direct Transformer-LSTM
